"","Finance Code","Sq. Ft.","Sales Price","DOM","Street #","Street Name","Closed Date","address"
"2064","CONV Sale",2281,208000,11,"18452","PENNINGTON",2023-06-09,"18452 PENNINGTON"
"2065","VA Sale",1758,231000,108,"3006","Burlingame St",2023-06-09,"3006 Burlingame St"
"2066","Cash Sale",2684,15000,301,"8990-8992","BEVERLY",2023-06-12,"8990-8992 BEVERLY"
"2067","Cash Sale",1380,30000,10,"15703","WISCONSIN",2023-06-12,"15703 WISCONSIN"
"2068","CONV Sale",1008,75000,24,"18039","HULL",2023-06-12,"18039 HULL"
"2069","FHA Sale",905,90000,5,"11715","PENROD",2023-06-12,"11715 PENROD"
"2070","FHA Sale",1186,93000,24,"6014","NORTHFIELD",2023-06-12,"6014 NORTHFIELD"
"2071","CONV Sale",1000,1e+05,44,"20425","Russell St",2023-06-12,"20425 Russell St"
"2072","CONV Sale",930,1e+05,18,"20425","RUSSELL",2023-06-12,"20425 RUSSELL"
"2073","CONV Sale",973,115000,6,"20511","Ashton",2023-06-12,"20511 Ashton"
"2074","CONV Sale",1376,126000,16,"19501","BURT",2023-06-12,"19501 BURT"
"2075","CONV Sale",1211,130000,0,"20049","NORTHLAWN",2023-06-12,"20049 NORTHLAWN"
"2076","FHA Sale",1411,145000,54,"20476","GREENLAWN",2023-06-12,"20476 GREENLAWN"
"2077","CONV Sale",1584,159000,3,"411","Eastlawn",2023-06-12,"411 Eastlawn"
"2078","Cash Sale",672,7500,476,"16260","LIBERAL",2023-06-13,"16260 LIBERAL"
"2079","Cash Sale",1300,20000,18,"15787","BELDEN",2023-06-13,"15787 BELDEN"
"2080","Cash Sale",925,24500,43,"11802","GREINER",2023-06-13,"11802 GREINER"
"2081","Cash Sale",2130,35000,45,"3058","SPRINGLE",2023-06-13,"3058 SPRINGLE"
"2082","Cash Sale",720,35500,41,"7711","GREENVIEW",2023-06-13,"7711 GREENVIEW"
"2083","Cash Sale",830,40000,47,"1311","NEVADA",2023-06-13,"1311 NEVADA"
"2084","Cash Sale",1322,43500,22,"13097","LONGVIEW",2023-06-13,"13097 LONGVIEW"
"2085","Cash Sale",1007,44000,6,"19924","OAKFIELD",2023-06-13,"19924 OAKFIELD"
"2086","Cash Sale",1301,47500,11,"14367","MONTROSE",2023-06-13,"14367 MONTROSE"
"2087","Cash Sale",1292,55000,125,"15641","PICKFORD",2023-06-13,"15641 PICKFORD"
"2088","Cash Sale",1350,56000,14,"13592","Indiana",2023-06-13,"13592 Indiana"
"2089","CONV Sale",484,57500,36,"19255","Greeley",2023-06-13,"19255 Greeley"
"2090","CONV Sale",1129,57500,4,"19255","GREELEY",2023-06-13,"19255 GREELEY"
"2091","FHA Sale",849,58000,45,"3448","BASSETT",2023-06-13,"3448 BASSETT"
"2092","FHA Sale",738,62000,16,"16906","WINSTON",2023-06-13,"16906 WINSTON"
"2093","Cash Sale",1910,70000,5,"18673","WISCONSIN",2023-06-13,"18673 WISCONSIN"
"2094","Cash Sale",720,73500,16,"16536","LAMPHERE",2023-06-13,"16536 LAMPHERE"
"2095","CONV Sale",987,75000,50,"19982","KINGSVILLE",2023-06-13,"19982 KINGSVILLE"
"2096","FHA Sale",1222,96000,15,"14929","BILTMORE",2023-06-13,"14929 BILTMORE"
"2097","FHA Sale",1092,106350,93,"10734","BALFOUR",2023-06-13,"10734 BALFOUR"
"2098","FHA Sale",960,112000,31,"7481","RUTHERFORD",2023-06-13,"7481 RUTHERFORD"
"2099","FHA Sale",1600,150000,40,"15303","LINDSAY",2023-06-13,"15303 LINDSAY"
"2100","CONV Sale",1155,158000,10,"17186","Prevost",2023-06-13,"17186 Prevost"
"2101","FHA Sale",1332,167500,28,"16545","CHANDLER PARK",2023-06-13,"16545 CHANDLER PARK"
"2102","FHA 203K",2578,199900,70,"578","PHILADELPHIA",2023-06-13,"578 PHILADELPHIA"
"2103","CONV Sale",2310,265000,9,"15945","WARWICK",2023-06-13,"15945 WARWICK"
"2104","CONV Sale",1812,295000,13,"20057","SHREWSBURY",2023-06-13,"20057 SHREWSBURY"
"2105","Cash Sale",1350,15500,3,"13035","Kilbourne",2023-06-14,"13035 Kilbourne"
"2106","Cash Sale",1429,26000,7,"18933","BARLOW",2023-06-14,"18933 BARLOW"
"2107","Cash Sale",844,35000,12,"19655","MOROSS",2023-06-14,"19655 MOROSS"
"2108","Cash Sale",720,43000,3,"14615","LESURE",2023-06-14,"14615 LESURE"
"2109","Cash Sale",961,49000,7,"19005","REVERE",2023-06-14,"19005 REVERE"
"2110","FHA Sale",844,58000,71,"19990","MEYERS",2023-06-14,"19990 MEYERS"
"2111","Cash Sale",1404,60000,24,"14910","MARK TWAIN",2023-06-14,"14910 MARK TWAIN"
"2112","FHA Sale",1102,60000,21,"15470","PARK GROVE",2023-06-14,"15470 PARK GROVE"
"2113","Cash Sale",1075,65000,7,"18614","FENMORE",2023-06-14,"18614 FENMORE"
"2114","FHA Sale",960,85000,55,"15889","LAWTON",2023-06-14,"15889 LAWTON"
"2115","FHA Sale",1067,90000,64,"15211","ROSSINI",2023-06-14,"15211 ROSSINI"
"2116","FHA Sale",1888,115000,90,"5074","NEWPORT",2023-06-14,"5074 NEWPORT"
"2117","CONV Sale",2500,127000,137,"299","TROWBRIDGE",2023-06-14,"299 TROWBRIDGE"
"2118","CONV Sale",1452,130000,44,"4811","SPRINGLE",2023-06-14,"4811 SPRINGLE"
"2119","CONV Sale",1484,195000,12,"1497","PHILADELPHIA",2023-06-14,"1497 PHILADELPHIA"
"2120","CONV Sale",1404,220000,6,"7365","WOODROW WILSON",2023-06-14,"7365 WOODROW WILSON"
"2121","FHA Sale",2118,310000,21,"471","PARK",2023-06-14,"471 PARK"
"2122","Cash Sale",1429,26000,7,"18933","Barlow St",2023-06-15,"18933 Barlow St"
"2123","Cash Sale",1149,28500,3,"17947","LUMPKIN",2023-06-15,"17947 LUMPKIN"
"2124","Cash Sale",1129,33000,24,"5948","Oldtown",2023-06-15,"5948 Oldtown"
"2125","Cash Sale",978,47500,17,"15885","EASTWOOD",2023-06-15,"15885 EASTWOOD"
"2126","CONV Sale",871,90000,11,"9903","MANSFIELD",2023-06-15,"9903 MANSFIELD"
"2127","CONV Sale",1488,93500,11,"15064","WHITCOMB",2023-06-15,"15064 WHITCOMB"
"2128","VA Sale",1044,105000,20,"5944","Marseilles",2023-06-15,"5944 Marseilles"
"2129","Cash Sale",1254,110000,20,"16761","HARLOW",2023-06-15,"16761 HARLOW"
"2130","CONV Sale",1350,114000,5,"18073","Archdale",2023-06-15,"18073 Archdale"
"2131","FHA Sale",1215,125000,10,"9949","McKinney",2023-06-15,"9949 McKinney"
"2132","CONV Sale",1100,130000,4,"18086","FORRER",2023-06-15,"18086 FORRER"
"2133","CONV Sale",1389,160000,22,"16613","MARK TWAIN",2023-06-15,"16613 MARK TWAIN"
"2134","CONV Sale",1355,160000,25,"10010","OUTER",2023-06-15,"10010 OUTER"
"2135","FHA Sale",1532,175000,14,"18637","ROBSON",2023-06-15,"18637 ROBSON"
"2136","CONV Sale",1210,195000,2,"20257","ARCHER",2023-06-15,"20257 ARCHER"
"2137","Cash Sale",2472,100,115,"4866","GRAYTON",2023-06-16,"4866 GRAYTON"
"2138","Cash Sale",1122,15000,7,"11372","ROXBURY",2023-06-16,"11372 ROXBURY"
"2139","Cash Sale",732,22535,1,"2248","DEACON",2023-06-16,"2248 DEACON"
"2140","Cash Sale",704,25000,3,"5548","FARMBROOK",2023-06-16,"5548 FARMBROOK"
"2141","CONV Sale",976,28400,18,"12339","MAIDEN",2023-06-16,"12339 MAIDEN"
"2142","Cash Sale",798,30000,92,"9540","SUSSEX",2023-06-16,"9540 SUSSEX"
"2143","Cash Sale",1090,30600,45,"20290","LINDSAY",2023-06-16,"20290 LINDSAY"
"2144","Cash Sale",1360,37500,8,"8410","CARRIE",2023-06-16,"8410 CARRIE"
"2145","Cash Sale",1087,39500,76,"8136","ALMONT",2023-06-16,"8136 ALMONT"
"2146","Cash Sale",1190,40500,100,"11376","NARDIN",2023-06-16,"11376 NARDIN"
"2147","Cash Sale",925,43000,34,"9277","STOUT",2023-06-16,"9277 STOUT"
"2148","Cash Sale",945,47000,141,"10460","NOTTINGHAM",2023-06-16,"10460 NOTTINGHAM"
"2149","Cash Sale",1128,48000,2,"4320","APPLE",2023-06-16,"4320 APPLE"
"2150","CONV Sale",921,48500,99,"15816","Greydale",2023-06-16,"15816 Greydale"
"2151","Cash Sale",1088,53000,5,"19200","DWYER",2023-06-16,"19200 DWYER"
"2152","Cash Sale",1026,56000,1,"18230","MANSFIELD",2023-06-16,"18230 MANSFIELD"
"2153","Cash Sale",2554,58000,4,"3203","GLENDALE",2023-06-16,"3203 GLENDALE"
"2154","Cash Sale",1352,60000,29,"11308","SOMERSET",2023-06-16,"11308 SOMERSET"
"2155","CONV Sale",1074,65000,18,"16200","STATE FAIR",2023-06-16,"16200 STATE FAIR"
"2156","CONV Sale",1288,72000,22,"20147","Sorrento",2023-06-16,"20147 Sorrento"
"2157","CONV Sale",1132,74500,15,"18669","Greenview",2023-06-16,"18669 Greenview"
"2158","Cash Sale",900,75000,4,"18040","GODDARD",2023-06-16,"18040 GODDARD"
"2159","FHA Sale",1184,85000,29,"13651","GLENWOOD",2023-06-16,"13651 GLENWOOD"
"2160","Cash Sale",1322,87000,52,"4083","28TH",2023-06-16,"4083 28TH"
"2161","FHA Sale",1560,90000,24,"12644","GRIGGS",2023-06-16,"12644 GRIGGS"
"2162","FHA Sale",1156,1e+05,46,"9600","HUBBELL",2023-06-16,"9600 HUBBELL"
"2163","CONV Sale",741,109000,3,"20232","PRAIRIE",2023-06-16,"20232 PRAIRIE"
"2164","CONV Sale",972,126100,4,"14464","CARLISLE",2023-06-16,"14464 CARLISLE"
"2165","CONV Sale",1381,127000,13,"13263","CALDWELL",2023-06-16,"13263 CALDWELL"
"2166","FHA Sale",1622,145000,6,"16885","MARK TWAIN",2023-06-16,"16885 MARK TWAIN"
"2167","Cash Sale",1702,170000,20,"20454","BRIARCLIFF",2023-06-16,"20454 BRIARCLIFF"
"2168","FHA Sale",1736,180000,64,"16140","MUIRLAND",2023-06-16,"16140 MUIRLAND"
"2169","FHA Sale",2236,3e+05,46,"18031","HAMILTON",2023-06-16,"18031 HAMILTON"
"2170","Cash Sale",2903,430000,5,"2636","Cadillac Blvd",2023-06-16,"2636 Cadillac Blvd"
"2171","Cash Sale",920,22000,147,"16221","LAPPIN",2023-06-19,"16221 LAPPIN"
"2172","Cash Sale",846,50900,49,"17149","NEW YORK",2023-06-19,"17149 NEW YORK"
"2173","Cash Sale",1069,73500,12,"13679","BRINGARD",2023-06-19,"13679 BRINGARD"
"2174","CONV Sale",1114,80000,32,"20017","SANTA ROSA",2023-06-19,"20017 SANTA ROSA"
"2175","Cash Sale",1094,140000,11,"4645","COURVILLE",2023-06-19,"4645 COURVILLE"
"2176","CONV Sale",1440,170000,6,"16557","ROSELAWN",2023-06-19,"16557 ROSELAWN"
"2177","Cash Sale",1190,35000,160,"15391","GRIGGS",2023-06-20,"15391 GRIGGS"
"2178","Cash Sale",1338,43000,5,"15909","TURNER",2023-06-20,"15909 TURNER"
"2179","Cash Sale",1724,62000,80,"4309","GLENDALE",2023-06-20,"4309 GLENDALE"
"2180","Contract",858,73000,46,"19271","BINDER",2023-06-20,"19271 BINDER"
"2181","CONV Sale",2072,82500,105,"3020","CLEMENTS",2023-06-20,"3020 CLEMENTS"
"2182","CONV Sale",1014,84500,85,"9234","Appoline",2023-06-20,"9234 Appoline"
"2183","FHA Sale",1208,89900,21,"9000","LONGACRE",2023-06-20,"9000 LONGACRE"
"2184","FHA Sale",901,108000,71,"10412","TIREMAN",2023-06-20,"10412 TIREMAN"
"2185","CONV Sale",3108,357500,16,"17418","ROSELAWN",2023-06-20,"17418 ROSELAWN"
"2186","Cash Sale",1176,23000,139,"14610","BURT",2023-06-21,"14610 BURT"
"2187","Cash Sale",1194,39000,77,"8194","BLISS",2023-06-21,"8194 BLISS"
"2188","Cash Sale",1514,45000,6,"16607","STEEL",2023-06-21,"16607 STEEL"
"2189","Cash Sale",967,45501,7,"16750","FENMORE",2023-06-21,"16750 FENMORE"
"2190","Cash Sale",1027,51000,14,"17240","ALBION",2023-06-21,"17240 ALBION"
"2191","Cash Sale",974,55000,33,"20534","ROSEMONT",2023-06-21,"20534 ROSEMONT"
"2192","Cash Sale",1080,58800,22,"19306","WINTHROP",2023-06-21,"19306 WINTHROP"
"2193","Cash Sale",800,65000,91,"18200","FENTON",2023-06-21,"18200 FENTON"
"2194","CONV Sale",960,72000,23,"18184","Marx St",2023-06-21,"18184 Marx St"
"2195","Other Sale",1005,75000,12,"16803","ILENE",2023-06-21,"16803 ILENE"
"2196","Cash Sale",910,79500,5,"19469","MACKAY",2023-06-21,"19469 MACKAY"
"2197","CONV Sale",1003,80000,14,"11717","TERRY",2023-06-21,"11717 TERRY"
"2198","CONV Sale",1500,92000,38,"18625","Goulburn Street",2023-06-21,"18625 Goulburn Street"
"2199","CONV Sale",1315,1e+05,8,"20013","STOUT",2023-06-21,"20013 STOUT"
"2200","Cash Sale",1960,110000,23,"5601","BUCKINGHAM",2023-06-21,"5601 BUCKINGHAM"
"2201","Cash Sale",1753,115500,14,"1965","OAKMAN",2023-06-21,"1965 OAKMAN"
"2202","FHA Sale",1111,125000,15,"18945","FERGUSON",2023-06-21,"18945 FERGUSON"
"2203","CONV Sale",1661,170000,11,"2411","Carson",2023-06-21,"2411 Carson"
"2204","CONV Sale",8774,950000,36,"1701","BALMORAL",2023-06-21,"1701 BALMORAL"
"2205","Cash Sale",1458,25500,13,"3334","Euclid",2023-06-22,"3334 Euclid"
"2206","Cash Sale",707,28000,24,"6401","MANSFIELD",2023-06-22,"6401 MANSFIELD"
"2207","Cash Sale",990,31000,2,"6857","RUTLAND",2023-06-22,"6857 RUTLAND"
"2208","Cash Sale",738,40000,3,"7414","VAUGHAN",2023-06-22,"7414 VAUGHAN"
"2209","Cash Sale",672,40000,31,"7644","BEAVERLAND",2023-06-22,"7644 BEAVERLAND"
"2210","Cash Sale",724,42500,33,"12622","RIVERVIEW",2023-06-22,"12622 RIVERVIEW"
"2211","Cash Sale",730,48000,51,"19190","AVON",2023-06-22,"19190 AVON"
"2212","Cash Sale",1100,52000,3,"7310","PATTON",2023-06-22,"7310 PATTON"
"2213","CONV Sale",840,52000,22,"15353","Promenade",2023-06-22,"15353 Promenade"
"2214","Cash Sale",1679,55000,148,"3795","VICKSBURG",2023-06-22,"3795 VICKSBURG"
"2215","Cash Sale",1074,65000,32,"14903","ALMA",2023-06-22,"14903 ALMA"
"2216","CONV Sale",1085,65000,165,"3984","BERKSHIRE",2023-06-22,"3984 BERKSHIRE"
"2217","CONV Sale",1067,71000,17,"20144","PACKARD",2023-06-22,"20144 PACKARD"
"2218","Cash Sale",1196,72000,120,"7744","Pitt St",2023-06-22,"7744 Pitt St"
"2219","FHA Sale",878,82000,34,"12015","AUBURN",2023-06-22,"12015 AUBURN"
"2220","Cash Sale",913,83500,1,"6417","MANSFIELD",2023-06-22,"6417 MANSFIELD"
"2221","Cash Sale",1390,87675,35,"17617","KENTUCKY",2023-06-22,"17617 KENTUCKY"
"2222","FHA Sale",783,107500,8,"8455","PLAINVIEW",2023-06-22,"8455 PLAINVIEW"
"2223","FHA Sale",1701,177000,12,"5526","THREE MILE",2023-06-22,"5526 THREE MILE"
"2224","FHA Sale",1306,192000,162,"17127","QUINCY",2023-06-22,"17127 QUINCY"
"2225","Cash Sale",1275,230000,4,"8087","BRAMELL",2023-06-22,"8087 BRAMELL"
"2226","FHA Sale",2532,295000,55,"15616","GLASTONBURY",2023-06-22,"15616 GLASTONBURY"
"2227","Cash Sale",1254,21000,3,"15805","LINDSAY",2023-06-23,"15805 LINDSAY"
"2228","Cash Sale",784,22734,8,"9790","PHILIP",2023-06-23,"9790 PHILIP"
"2229","Cash Sale",918,23750,4,"15485","PARKWAY",2023-06-23,"15485 PARKWAY"
"2230","Cash Sale",723,24000,21,"7659","Plainview",2023-06-23,"7659 Plainview"
"2231","Cash Sale",1080,26250,81,"9225","BURT",2023-06-23,"9225 BURT"
"2232","Cash Sale",708,27500,189,"15905","EVERGREEN",2023-06-23,"15905 EVERGREEN"
"2233","Cash Sale",1171,35000,2,"8774","ORANGELAWN",2023-06-23,"8774 ORANGELAWN"
"2234","Cash Sale",1435,39000,28,"3517","TOWNSEND",2023-06-23,"3517 TOWNSEND"
"2235","Cash Sale",949,40000,3,"8427","GRANDVILLE",2023-06-23,"8427 GRANDVILLE"
"2236","Cash Sale",963,45000,7,"19775","WINTHROP",2023-06-23,"19775 WINTHROP"
"2237","Cash Sale",981,45000,76,"19174","MARX",2023-06-23,"19174 MARX"
"2238","Cash Sale",1542,45000,0,"13984","LONGACRE",2023-06-23,"13984 LONGACRE"
"2239","Cash Sale",1625,47000,20,"9269","ASHTON",2023-06-23,"9269 ASHTON"
"2240","Cash Sale",1127,47500,43,"17707","PLAINVIEW",2023-06-23,"17707 PLAINVIEW"
"2241","Contract",796,49000,50,"9574","CHEYENNE",2023-06-23,"9574 CHEYENNE"
"2242","Cash Sale",1200,52500,66,"9355","WARD",2023-06-23,"9355 WARD"
"2243","Cash Sale",1518,55000,12,"9117","LAFAYETTE",2023-06-23,"9117 LAFAYETTE"
"2244","Cash Sale",1116,59000,8,"18685","STRASBURG",2023-06-23,"18685 STRASBURG"
"2245","Cash Sale",1030,66000,61,"12837","BRAMELL",2023-06-23,"12837 BRAMELL"
"2246","CONV Sale",907,66000,46,"15826","LAPPIN",2023-06-23,"15826 LAPPIN"
"2247","Cash Sale",1085,70000,1,"19934","BURT",2023-06-23,"19934 BURT"
"2248","FHA Sale",835,71000,23,"26171","OUTER",2023-06-23,"26171 OUTER"
"2249","CONV Sale",1146,72500,91,"10318","BEACONSFIELD",2023-06-23,"10318 BEACONSFIELD"
"2250","Cash Sale",758,80000,7,"22214","PURITAN",2023-06-23,"22214 PURITAN"
"2251","CONV Sale",1000,90000,14,"6809","WESTWOOD",2023-06-23,"6809 WESTWOOD"
"2252","CONV Sale",929,93000,8,"20158","RIOPELLE",2023-06-23,"20158 RIOPELLE"
"2253","Cash Sale",1032,96000,18,"16124","MURRAY HILL",2023-06-23,"16124 MURRAY HILL"
"2254","Cash Sale",1050,118000,7,"20202","FERGUSON",2023-06-23,"20202 FERGUSON"
"2255","CONV Sale",1503,122000,41,"16768","EVERGREEN",2023-06-23,"16768 EVERGREEN"
"2256","FHA Sale",1144,125000,9,"15797","INDIANA",2023-06-23,"15797 INDIANA"
"2257","CONV Sale",1230,128000,13,"18259","FREELAND",2023-06-23,"18259 FREELAND"
"2258","FHA Sale",1296,136000,9,"15426","Littlefield St.",2023-06-23,"15426 Littlefield St."
"2259","FHA Sale",1427,142000,15,"17362","BIRWOOD",2023-06-23,"17362 BIRWOOD"
"2260","CONV Sale",1302,165000,51,"16512","BRAILE",2023-06-23,"16512 BRAILE"
"2261","FHA Sale",1540,170000,15,"3451","CHATSWORTH",2023-06-23,"3451 CHATSWORTH"
"2262","Cash Sale",2660,210000,53,"18243","FAIRFIELD",2023-06-23,"18243 FAIRFIELD"
"2263","CONV Sale",2700,3e+05,32,"4501","OUTER",2023-06-23,"4501 OUTER"
"2264","CONV Sale",2141,320000,8,"18297","OHIO",2023-06-23,"18297 OHIO"
"2265","Cash Sale",1948,384900,15,"1439","Van Dyke",2023-06-23,"1439 Van Dyke"
"2266","Cash Sale",842,27000,7,"20500","Mccormick St",2023-06-26,"20500 Mccormick St"
"2267","Cash Sale",1042,40000,13,"16563","TULLER",2023-06-26,"16563 TULLER"
"2268","CONV Sale",1027,45500,18,"10165","MAPLELAWN",2023-06-26,"10165 MAPLELAWN"
"2269","Cash Sale",1232,52000,22,"10464","ROXBURY",2023-06-26,"10464 ROXBURY"
"2270","Cash Sale",1114,52000,13,"8904","SUSSEX",2023-06-26,"8904 SUSSEX"
"2271","Cash Sale",921,55000,0,"19775","BLACKSTONE",2023-06-26,"19775 BLACKSTONE"
"2272","Cash Sale",1097,59900,13,"16730","EVERGREEN",2023-06-26,"16730 EVERGREEN"
"2273","Cash Sale",852,60000,36,"8045","PIEDMONT",2023-06-26,"8045 PIEDMONT"
"2274","CONV Sale",730,61000,37,"16469","STATE FAIR",2023-06-26,"16469 STATE FAIR"
"2275","FHA Sale",865,69990,45,"11367","ASBURY",2023-06-26,"11367 ASBURY"
"2276","CONV Sale",1504,70000,13,"608","EUCLID",2023-06-26,"608 EUCLID"
"2277","Cash Sale",744,78000,7,"2194","BEATRICE",2023-06-26,"2194 BEATRICE"
"2278","Cash Sale",862,85000,7,"14846","MADDELEIN",2023-06-26,"14846 MADDELEIN"
"2279","Cash Sale",1590,85000,8,"4662","52ND",2023-06-26,"4662 52ND"
"2280","FHA Sale",1440,86000,9,"13137","INDIANA",2023-06-26,"13137 INDIANA"
"2281","CONV Sale",1272,120900,83,"16231","Linwood St",2023-06-26,"16231 Linwood St"
"2282","CONV Sale",1486,121900,4,"1507","GRAND",2023-06-26,"1507 GRAND"
"2283","FHA Sale",1491,122000,15,"4252","STURTEVANT",2023-06-26,"4252 STURTEVANT"
"2284","CONV Sale",822,124000,40,"17367","MENDOTA",2023-06-26,"17367 MENDOTA"
"2285","CONV Sale",1228,201100,17,"1473","PHILADELPHIA",2023-06-26,"1473 PHILADELPHIA"
"2286","VA Sale",2889,260000,40,"3010","GLENDALE",2023-06-26,"3010 GLENDALE"
"2287","CONV Sale",1956,288000,8,"14529","GLASTONBURY",2023-06-26,"14529 GLASTONBURY"
"2288","Cash Sale",1080,43000,37,"14566","BIRWOOD",2023-06-27,"14566 BIRWOOD"
"2289","Cash Sale",1049,45000,26,"8331","COYLE",2023-06-27,"8331 COYLE"
"2290","Cash Sale",939,46000,45,"9951","lauder",2023-06-27,"9951 lauder"
"2291","Cash Sale",960,52000,11,"9328","VAUGHAN",2023-06-27,"9328 VAUGHAN"
"2292","Other Sale",1252,53000,73,"20253","PINEHURST",2023-06-27,"20253 PINEHURST"
"2293","Cash Sale",1177,58000,0,"15744","ARDMORE",2023-06-27,"15744 ARDMORE"
"2294","Cash Sale",1337,58000,11,"15436","APPOLINE",2023-06-27,"15436 APPOLINE"
"2295","FHA Sale",1111,60000,22,"18118","HICKORY",2023-06-27,"18118 HICKORY"
"2296","CONV Sale",1202,65000,8,"14367","AUBURN",2023-06-27,"14367 AUBURN"
"2297","Cash Sale",919,69000,13,"5808","RADNOR",2023-06-27,"5808 RADNOR"
"2298","Cash Sale",1350,70000,182,"18021","PREVOST",2023-06-27,"18021 PREVOST"
"2299","Cash Sale",728,75000,124,"17035","TIREMAN",2023-06-27,"17035 TIREMAN"
"2300","Cash Sale",1071,80000,9,"20246","FENTON",2023-06-27,"20246 FENTON"
"2301","CONV Sale",1692,97000,61,"956","GLYNN",2023-06-27,"956 GLYNN"
"2302","FHA Sale",1004,113000,17,"17280","GREENVIEW",2023-06-27,"17280 GREENVIEW"
"2303","CONV Sale",1008,119000,42,"500","MARQUETTE",2023-06-27,"500 MARQUETTE"
"2304","CONV Sale",1045,128000,32,"20021","BILTMORE",2023-06-27,"20021 BILTMORE"
"2305","FHA Sale",1453,165000,130,"16190","NORMANDY",2023-06-27,"16190 NORMANDY"
"2306","FHA Sale",2306,180000,6,"12325","SANTA ROSA",2023-06-27,"12325 SANTA ROSA"
"2307","CONV Sale",1584,230000,18,"4212","Kensington Ave",2023-06-27,"4212 Kensington Ave"
"2308","Cash Sale",1193,27000,41,"9445","LAKEPOINTE",2023-06-28,"9445 LAKEPOINTE"
"2309","Cash Sale",845,35000,0,"8410","GRANDVILLE",2023-06-28,"8410 GRANDVILLE"
"2310","Cash Sale",1338,35000,312,"3443","Sheridan",2023-06-28,"3443 Sheridan"
"2311","Cash Sale",1829,42000,47,"2981","TAYLOR",2023-06-28,"2981 TAYLOR"
"2312","Cash Sale",733,55500,6,"13543","RIVERVIEW",2023-06-28,"13543 RIVERVIEW"
"2313","Cash Sale",1533,60500,19,"1992","ANNABELLE",2023-06-28,"1992 ANNABELLE"
"2314","Cash Sale",1164,62000,26,"16236","APPOLINE",2023-06-28,"16236 APPOLINE"
"2315","FHA Sale",1564,153000,7,"9405","OUTER",2023-06-28,"9405 OUTER"
"2316","FHA Sale",1732,155000,21,"13329","ROSEMARY",2023-06-28,"13329 ROSEMARY"
"2317","FHA Sale",1252,156000,12,"19152","CHESHIRE",2023-06-28,"19152 CHESHIRE"
"2318","CONV Sale",1400,165000,12,"1143","CAVALRY",2023-06-28,"1143 CAVALRY"
"2319","Cash Sale",2576,14500,83,"4170","CONCORD",2023-06-29,"4170 CONCORD"
"2320","Cash Sale",1172,17000,117,"1973","STURTEVANT",2023-06-29,"1973 STURTEVANT"
"2321","Cash Sale",704,27500,288,"19330","MOROSS",2023-06-29,"19330 MOROSS"
"2322","Cash Sale",1300,34000,19,"15103","APPOLINE",2023-06-29,"15103 APPOLINE"
"2323","Cash Sale",1458,67000,272,"13517","Monica",2023-06-29,"13517 Monica"
"2324","Cash Sale",1134,69500,22,"19971","Braile",2023-06-29,"19971 Braile"
"2325","Cash Sale",962,70000,33,"9228","STEEL",2023-06-29,"9228 STEEL"
"2326","Cash Sale",1172,72000,26,"11316","Kenmoor",2023-06-29,"11316 Kenmoor"
"2327","CONV Sale",1158,75000,53,"19150","WASHBURN",2023-06-29,"19150 WASHBURN"
"2328","CONV Sale",1434,116000,272,"9188","Hartwell St",2023-06-29,"9188 Hartwell St"
"2329","Cash Sale",1620,125000,5,"8096","BEAVERLAND",2023-06-29,"8096 BEAVERLAND"
"2330","FHA Sale",1268,140000,2,"20212","SPENCER",2023-06-29,"20212 SPENCER"
"2331","CONV Sale",1126,155000,6,"8155","MIDDLEPOINT",2023-06-29,"8155 MIDDLEPOINT"
"2332","CONV Sale",1290,195000,27,"5811","GRAYTON",2023-06-29,"5811 GRAYTON"
"2333","FHA Sale",1477,220000,23,"18024","KENTUCKY",2023-06-29,"18024 KENTUCKY"
"2334","CONV Sale",2285,260000,5,"20423","STRATFORD",2023-06-29,"20423 STRATFORD"
"2335","CONV Sale",2030,273000,3,"19962","RENFREW",2023-06-29,"19962 RENFREW"
"2336","CONV Sale",2429,480000,10,"667","BETHUNE",2023-06-29,"667 BETHUNE"
"2337","Cash Sale",1349,32000,53,"2920","TOWNSEND",2023-06-30,"2920 TOWNSEND"
"2338","Cash Sale",1390,32500,85,"14848","Lesure St",2023-06-30,"14848 Lesure St"
"2339","Cash Sale",1064,34000,38,"18481","KENTFIELD",2023-06-30,"18481 KENTFIELD"
"2340","Cash Sale",1572,35000,98,"2954","HELEN",2023-06-30,"2954 HELEN"
"2341","Cash Sale",1244,42500,16,"19616","KLINGER",2023-06-30,"19616 KLINGER"
"2342","Cash Sale",723,45000,3,"18481","Edinborough",2023-06-30,"18481 Edinborough"
"2343","Cash Sale",1258,50000,9,"16418","MANNING",2023-06-30,"16418 MANNING"
"2344","Cash Sale",864,50000,8,"7551","MANSFIELD",2023-06-30,"7551 MANSFIELD"
"2345","Cash Sale",1312,50000,182,"19633","RUSSELL",2023-06-30,"19633 RUSSELL"
"2346","CONV Sale",728,60000,0,"15901","CHATHAM",2023-06-30,"15901 CHATHAM"
"2347","Cash Sale",928,60000,21,"9100","NORTHLAWN",2023-06-30,"9100 NORTHLAWN"
"2348","CONV Sale",1156,60000,33,"19312","Forrer",2023-06-30,"19312 Forrer"
"2349","Cash Sale",1224,60000,85,"16596","PRAIRIE",2023-06-30,"16596 PRAIRIE"
"2350","CONV Sale",1408,60000,123,"19342","Moross Rd",2023-06-30,"19342 Moross Rd"
"2351","Cash Sale",1300,65000,268,"7724","7 MILE",2023-06-30,"7724 7 MILE"
